id,title,vote_average,vote_count,revenue,runtime,imdb_id,original_language,overview,popularity,genres,spoken_languages,keywords
257211,The Intern,7.205,6199,194564672,121,tt2361509,en,"70-year-old widower Ben Whittaker has discovered that retirement isn't all it's cracked up to be. Seizing an opportunity to get back in the game, he becomes a senior intern at an online fashion site, founded and run by Jules Ostin.",27.542,Comedy,English,"new york city, friendship, san francisco, california, office, masseuse, website, tai chi, internet, fish out of water, brooklyn, new york city, business start-up, driver, senior citizen, ceo, father figure, intern, social media, gentleman, woman director, city life, chivalry, retired life, professional woman, internship, e-comm, retailer, elderly widower, online store"
2668,Sleepy Hollow,7.169,6198,206071502,105,tt0162661,en,New York detective Ichabod Crane is sent to Sleepy Hollow to investigate a series of mysterious deaths in which the victims are found beheaded. Locals believe the culprit to be none other than the legendary Headless Horseman.,32.443,"Drama, Fantasy, Thriller, Mystery, Horror",English,"small town, steampunk, 19th century, headless horseman"
46195,Rio,6.719,6195,484635760,96,tt1436562,en,"Captured by smugglers when he was just a hatchling, a macaw named Blu never learned to fly and lives a happily domesticated life in Minnesota with his human friend, Linda. Blu is thought to be the last of his kind, but when word comes that Jewel, a lone female, lives in Rio de Janeiro, Blu and Linda go to meet her. Animal smugglers kidnap Blu and Jewel, but the pair soon escape and begin a perilous adventure back to freedom -- and Linda.",43.578,"Animation, Adventure, Comedy, Family","English, Portuguese","rio de janeiro, pet, carnival, parrot, musical, canary, jungle, samba, animal, duringcreditsstinger, pets, cartoon bird, brazilian cinema"
18240,The Proposal,7.13,6189,317375031,108,tt1041829,en,"When she learns she's in danger of losing her visa status and being deported, overbearing book editor Margaret Tate forces her put-upon assistant, Andrew Paxton, to marry her.",34.566,"Comedy, Romance, Drama",English,"fictitious marriage, deportation, immigration law, romantic comedy, alaska, co-workers relationship, humiliation, book editor, fake boyfriend, valentine's day, duringcreditsstinger, woman director, pretend relationship"
956,Mission: Impossible III,6.722,6186,398479497,126,tt0317919,en,"Retired from active duty, and training recruits for the Impossible Mission Force, agent Ethan Hunt faces the toughest foe of his career: Owen Davian, an international broker of arms and information, who is as cunning as he is ruthless. Davian emerges to threaten Hunt and all that he holds dear -- including the woman Hunt loves.",45.484,"Adventure, Action, Thriller","German, English, Italian, Mandarin, Czech, Cantonese","mask, mission, berlin, germany, cia, computer, the white house, shanghai, china, funeral, explosive, secret mission, spy, vatican, secret identity, traitor, map, honeymoon, pretended murder, letter, covered investigation, secret agent, stamp, hard drive, e-mail, decipherment, suitcase, revenge, murder, hospital, duel, disguise, celebration, research laboratory, blast"
530385,Midsommar,7.162,6185,47969371,147,tt8772262,en,"Several friends travel to Sweden to study as anthropologists a summer festival that is held every ninety years in the remote hometown of one of them. What begins as a dream vacation in a place where the sun never sets, gradually turns into a dark nightmare as the mysterious inhabitants invite them to participate in their disturbing festive activities.",32.581,"Horror, Drama, Mystery","English, Swedish","ritual, paranoia, sweden, melancholy, cult, hallucinogenic drug, magic mushroom, anthropology, human sacrifice, paganism, death of family, macabre, boyfriend girlfriend relationship, midsummer, cultural conflict, mysterious, bad trip, folk horror, toxic relationship, midnight sun, isolated community, summer festival, traumatized woman, introspective, violence, ambiguous"
4232,Scream,7.4,6180,173046663,112,tt0117571,en,"A year after the murder of her mother, Sidney Prescott is terrorized by a masked killer who targets her and her friends by using scary movies as part of a deadly game.",61.423,"Crime, Horror, Mystery",English,"high school, small town, riddle, killing, halloween, house party, serial killer, school, slasher, whodunit, killing spree, phone, tabloid, news reporter, self-referential, crime spree, halloween costume, young adult, teenager"
419704,Ad Astra,6.1,6143,127461872,123,tt2935510,en,"The near future, a time when both hope and hardships drive humanity to look to the stars and beyond. While a mysterious phenomenon menaces to destroy life on planet Earth, astronaut Roy McBride undertakes a mission across the immensity of space and its many perils to uncover the truth about a lost expedition that decades before boldly faced emptiness and silence in search of the unknown.",11.084,"Science Fiction, Drama","English, Norwegian","moon, planet mars, loss of loved one, astronaut, moon colony, solar system, father son relationship, near future, planet neptune, space walk"
955,Mission: Impossible II,6.119,6122,546388105,123,tt0120755,en,"With computer genius Luther Stickell at his side and a beautiful thief on his mind, agent Ethan Hunt races across Australia and Spain to stop a former IMF agent from unleashing a genetically engineered biological weapon called Chimera. This mission, should Hunt choose to accept it, plunges him into the center of an international crisis of terrifying magnitude.",38.395,"Adventure, Action, Thriller",English,"dying and death, island, cia, helicopter, computer, spain, undercover, skyscraper, secret mission, spy, secret identity, ex-lover, secret agent, duel, lethal virus, rescue team, agent, research laboratory"
4011,Beetlejuice,7.384,6117,74714298,92,tt0094721,en,"After an untimely death, a newly dead New England couple seek help from a deranged demon exorcist to scare an affluent New York family out of their home.",41.633,"Fantasy, Comedy",English,"skeleton, afterlife, calypso, supernatural, arts, halloween, haunted house, minister, possession, giant snake, surrealism, child bride, teenage girl, gothic, death, madness, dead, ghost, property"
11688,The Emperor's New Groove,7.551,6109,169327687,78,tt0120917,en,"Kuzco is a self-centered emperor who summons Pacha from a village and to tell him that his home will be destroyed to make room for Kuzco's new summer home. Kuzco's advisor, Yzma, tries to poison Kuzco and accidentally turns him into a llama, who accidentally ends up in Pacha's village. Pacha offers to help Kuzco if he doesn't destroy his house, and so they form an unlikely partnership.",76.823,"Adventure, Animation, Comedy, Family, Fantasy",English,"central and south america, kingdom, birthday, peru, emperor, palace, berater, breaking the fourth wall, incan empire, assassination attempt, 15th century, llama"
170,28 Days Later,7.202,6104,85720385,113,tt0289043,en,"Twenty-eight days after a killer virus was accidentally unleashed from a British research facility, a small group of London survivors are caught in a desperate struggle to protect themselves from the infected. Carried by animals and humans, the virus turns those it infects into homicidal maniacs -- and it's absolutely impossible to contain.",37.355,"Horror, Thriller, Science Fiction","Spanish, English","daughter, taxi, london, england, submachine gun, gas station, infection, outbreak, survival, laboratory, hospital, zombie, brutality, church, rage, epidemic, military, virus, waking from coma, animal research, brutal violence"
296,Terminator 3: Rise of the Machines,6.145,6098,435000000,109,tt0181852,en,"It's been 10 years since John Connor saved Earth from Judgment Day, and he's now living under the radar, steering clear of using anything Skynet can trace. That is, until he encounters T-X, a robotic assassin ordered to finish what T-1000 started. Good thing Connor's former nemesis, the Terminator, is back to aid the now-adult Connor … just like he promised.",36.434,"Action, Thriller, Science Fiction",English,"man vs machine, artificial intelligence (a.i.), saving the world, leather jacket, cyborg, killer robot, dystopia, nanotechnology, rocket launcher, veterinarian, fire engine, villain, time travel, psychiatrist, urban setting, female villain, firefighter, action hero, 2030s, good versus evil, terminator"
293863,The Age of Adaline,7.469,6092,65663276,112,tt1655441,en,"After 29-year-old Adaline recovers from a nearly lethal accident, she inexplicably stops growing older. As the years stretch on and on, Adaline keeps her secret to herself  until she meets a man who changes her life.",27.069,"Romance, Fantasy, Drama",English,"immortality, san francisco, california, love, forever"
3131,Gangs of New York,7.318,6091,193772504,168,tt0217505,en,"In 1863, Amsterdam Vallon returns to the Five Points of America to seek vengeance against the psychotic gangland kingpin, Bill the Butcher, who murdered his father years earlier. With an eager pickpocket by his side and a whole new army, Vallon fights his way to seek vengeance on the Butcher and restore peace in the area.",31.711,"Drama, History, Crime","English, Irish, Latin, Mandarin","rescue, immigrant, ship, fire, army, pickpocket, pig, irish-american, gang war, gang of thieves, butcher, gang, 19th century, american history"
439079,The Nun,5.9,6076,365582797,96,tt5814060,en,A priest with a haunted past and a novice on the threshold of her final vows are sent by the Vatican to investigate the death of a young nun in Romania and confront a malevolent force in the form of a demonic nun.,357.731,"Horror, Mystery, Thriller","English, Romanian, French, Latin","rome, italy, nun, supernatural, exorcism, father, priest, spirit, demon, spin off, evil nun, demonic possession, romania, murder mystery, ancient evil, the conjuring universe"
100,"Lock, Stock and Two Smoking Barrels",8.126,6072,28356188,105,tt0120735,en,A card shark and his unwillingly-enlisted friends need to make a lot of cash quick after losing a sketchy poker match. To do this they decide to pull a heist on a small-time gang who happen to be operating out of the flat next door.,10.5,"Comedy, Crime",English,"ambush, joint, alcohol, shotgun, tea, machismo, rifle, cocktail, pot smoking, marijuana, hatchet, antique, cardsharp, anger, carjacking, piano, strip show, high stakes"
53182,300: Rise of an Empire,6.093,6055,337580051,102,tt1253863,en,"Greek general Themistocles attempts to unite all of Greece by leading the charge that will change the course of the war. Themistocles faces the massive invading Persian forces led by mortal-turned-god, Xerxes and Artemesia, the vengeful commander of the Persian navy.",38.678,"Action, Drama, War",English,"based on comic, sword fight, soldier, massacre, slow motion, based on graphic novel, ancient greece, duringcreditsstinger, sea battle, hand to hand combat, naval warfare, ancient warfare, sparta greece, warriors, 5th century bc, athenian, sword and sandal, god king, sword and shield"
47964,A Good Day to Die Hard,5.3,6052,304654182,98,tt1606378,en,"Iconoclastic, take-no-prisoners cop John McClane, finds himself for the first time on foreign soil after traveling to Moscow to help his wayward son Jack - unaware that Jack is really a highly-trained CIA operative out to stop a nuclear weapons heist. With the Russian underworld in pursuit, and battling a countdown to war, the two McClanes discover that their opposing methods make them unstoppable heroes.",88.883,"Action, Thriller","English, Russian","cia, escape, bomb, courthouse, agent, rogue, moscow, russia"
508,Love Actually,7.1,6047,244931766,135,tt0314331,en,Eight London couples try to deal with their relationships in different ways. Their tryst with love makes them discover how complicated relationships can be.,23.456,"Comedy, Romance, Drama","English, French, Portuguese","london, england, usa president, rock star, school performance, love at first sight, holiday, war on terror, marseille, france, office, christmas party, language barrier, prime minister, press conference, bars and restaurants, valentine's day, heathrow airport, multiple storylines, christmas"
238636,The Purge: Anarchy,6.649,6042,111928365,104,tt2975578,en,"One night per year, the government sanctions a 12-hour period in which citizens can commit any crime they wish -- including murder -- without fear of punishment or imprisonment. Leo, a sergeant who lost his son, plans a vigilante mission of revenge during the mayhem. However, instead of a death-dealing avenger, he becomes the unexpected protector of four innocent strangers who desperately need his help if they are to survive the night.",36.694,"Horror, Thriller",English,"sniper, psychopath, bus, assault rifle, machete, sequel, revenge, murder, rampage, motorcycle, masked man, death, survival horror, martyr, gatling gun, purge"
322,Mystic River,7.746,6036,156822020,138,tt0327056,en,The lives of three men who were childhood friends are shattered when one of them suffers a family tragedy.,25.675,"Thriller, Crime, Drama, Mystery",English,"child abuse, sexual abuse, workers' quarter, based on novel or book, loss of loved one, suppressed past, boston, massachusetts, repayment, arbitrary law, loyalty, massachusetts, whodunit, guilt, childhood sexual abuse, vengeance, poker race, massachusetts, usa, sex abuse"
241259,Alice Through the Looking Glass,6.55,6025,299457024,113,tt2567026,en,Alice Kingsleigh returns to Underland and faces a new adventure in saving the Mad Hatter.,34.545,"Adventure, Family, Fantasy",English,"based on novel or book, clock, queen, sequel, psychotic, dark fantasy, aftercreditsstinger, duringcreditsstinger, disturbed, insecure, mad hatter, live action remake, mischievous, absurd, demeaning, derogatory, disdainful, disgusted, disheartening"
11631,Mamma Mia!,6.966,6024,609841637,108,tt0795421,en,"An independent, single mother who owns a small hotel on a Greek island is about to marry off the spirited young daughter she's raised alone. But, the daughter has secretly invited three of her mother's ex-lovers in the hopes of finding her biological father.",25.811,"Comedy, Romance","English, Greek","single parent, parent child relationship, greece, musical, romantic comedy, based on play or musical, single, based on song, poem or rhyme, hotel manager, greek island, duringcreditsstinger, woman director, mother daughter relationship, lgbt interest, jukebox musical, abba, music movie"
334533,Captain Fantastic,7.912,6017,23123592,118,tt3553976,en,A father living in the forests of the Pacific Northwest with his six young kids tries to assimilate back into society.,27.428,"Adventure, Drama","Esperanto, English","parent child relationship, new mexico, socialism, wilderness, road trip, family relationships, survivalist, homeschooling, in-laws, mental illness, death of mother, washington state, bohemian, school bus, isolated house, naturalist, off the grid, death of wife, social isolation, noam chomsky, living off the grid, pacific northwest"
534,Terminator Salvation,6.0,6009,371353001,115,tt0438488,en,"All grown up in post-apocalyptic 2018, John Connor must lead the resistance of humans against the increasingly dominating militaristic robots. But when Marcus Wright appears, his existence confuses the mission as Connor tries to determine whether Wright has come from the future or the past -- and whether he's friend or foe.",40.434,"Action, Science Fiction, Thriller","English, Italian","army, artificial intelligence (a.i.), saving the world, prophecy, san francisco, california, gas station, cyborg, killer robot, dystopia, firearm, post-apocalyptic future, wartime, los angeles, california, terminator"
364,Batman Returns,6.913,5985,280000000,126,tt0103776,en,"While Batman deals with a deformed man calling himself the Penguin, an employee of a corrupt businessman transforms into the Catwoman.",29.261,"Action, Fantasy",English,"double life, corruption, darkness, crime fighter, superhero, hallucination, villain, christmas tree, based on comic, revenge, vigilante, dark hero, super power, super villain, deformed, bird cage, evil circus, christmas, good versus evil, burton"
7345,There Will Be Blood,8.085,5985,77208711,158,tt0469494,en,"Ruthless silver miner, turned oil prospector, Daniel Plainview, moves to oil-rich California. Using his son to project a trustworthy, family-man image, Plainview cons local landowners into selling him their valuable properties for a pittance. However, local preacher Eli Sunday suspects Plainview's motives and intentions, starting a slow-burning feud that threatens both their lives.",28.909,Drama,English,"california, petrol, sibling relationship, based on novel or book, capitalism, pastor, deaf-mute, american dream, narcissism, fanatic, father, baptism, misanthrophy, money, oil, religion, church, killer, alcoholic, oil industry, child abandonment, character study, bowling alley, sign languages, adopted son, 1900s, personality change, pipeline, milkshake, oilfields"
43074,Ghostbusters,5.371,5976,229147509,117,tt1289401,en,"Following a ghost invasion of Manhattan, paranormal enthusiasts Erin Gilbert and Abby Yates, nuclear engineer Jillian Holtzmann, and subway worker Patty Tolan band together to stop the otherworldly threat.",40.052,"Action, Fantasy, Comedy",English,"female friendship, ghost hunting, reboot, ghost"
2649,The Game,7.56,5975,109423648,129,tt0119174,en,"In honor of his birthday, San Francisco banker Nicholas Van Orton, a financial genius and a cold-hearted loner, receives an unusual present from his younger brother, Conrad: a gift certificate to play a unique kind of game. In nary a nanosecond, Nicholas finds himself consumed by a dangerous set of ever-changing rules, unable to distinguish where the charade ends and reality begins.",24.586,"Drama, Thriller, Mystery","Cantonese, German, English","suicide, sibling relationship, san francisco, california, birthday, gun, key, manipulation, restaurant, danger of life, birthday party, game, millionaire, surprising, trapped in an elevator, birthday present, investment banker, puzzlement"
44896,Rango,6.825,5969,245724603,107,tt1192628,en,"When Rango, a lost family pet, accidentally winds up in the gritty, gun-slinging town of Dirt, the less-than-courageous lizard suddenly finds he stands out. Welcomed as the last hope the town has been waiting for, new Sheriff Rango is forced to play his new role to the hilt.",69.598,"Animation, Comedy, Family, Western, Adventure",English,"hero, gunslinger, sheriff, nevada, mayor, pet, native american, water supply, outlaw, water shortage, spirit, mariachi, disillusionment, desert, construction, frontier town, small western town, animal life, animal protagonist, old west, high noon"
676,Pearl Harbor,6.932,5944,449220945,183,tt0213149,en,"The lifelong friendship between Rafe McCawley and Danny Walker is put to the ultimate test when the two ace fighter pilots become entangled in a love triangle with beautiful Naval nurse Evelyn Johnson. But the rivalry between the friends-turned-foes is immediately put on hold when they find themselves at the center of Japan's devastating attack on Pearl Harbor on Dec. 7, 1941.",33.063,"War, History, Romance, Drama","French, English, Japanese","army, airplane, nurse, patriotism, hawaii, world war ii, pilot, pearl harbor, u.s. air force, dyslexia, pacific war, love, pin-up"
109414,This Is the End,6.222,5941,126041322,107,tt1245492,en,"While attending a party at James Franco's house, Seth Rogen, Jay Baruchel and many other celebrities are faced with the apocalypse.",37.315,"Action, Comedy",English,"friendship, monster, panic, painting, exorcism, dark comedy, possession, satire, celebrity, friends, end of the world, house party, apocalypse, hollywood, creature, drugs, demon, self-referential, end, claustrophobic, other worldly, biblical, actor playing themself, pineapple express 2"
320288,Dark Phoenix,5.994,5941,252442974,114,tt6565702,en,"The X-Men face their most formidable and powerful foe when one of their own, Jean Grey, starts to spiral out of control. During a rescue mission in outer space, Jean is nearly killed when she's hit by a mysterious cosmic force. Once she returns home, this force not only makes her infinitely more powerful, but far more unstable. The X-Men must now band together to save her soul and battle aliens that want to use Grey's new abilities to rule the galaxy.",42.341,"Fantasy, Science Fiction, Action, Adventure","English, Portuguese, Russian","superhero, mutant, telekinesis, based on comic, superhero team, 1990s, cosmic"
51540,Horrible Bosses,6.565,5940,209838559,98,tt1499658,en,"For Nick, Kurt and Dale, the only thing that would make the daily grind more tolerable would be to grind their intolerable bosses into dust. Quitting is not an option, so, with the benefit of a few-too-many drinks and some dubious advice from a hustling ex-con, the three friends devise a convoluted and seemingly foolproof plan to rid themselves of their respective employers... permanently.",25.142,"Comedy, Crime",English,"bad boss, employee, death of father, stakeout, duringcreditsstinger"
10555,Shark Tale,6.023,5923,367275019,90,tt0307453,en,"Oscar is a small fish whose big aspirations often get him into trouble. Meanwhile, Lenny is a great white shark with a surprising secret that no sea creature would guess: He's a vegetarian. When a lie turns Oscar into an improbable hero and Lenny becomes an outcast, the two form an unlikely friendship.",42.747,"Animation, Action, Comedy, Family",English,"fish, secret love, hero, mission of murder, vegetarian, threat of death, anthropomorphism, shark, woman director"
200727,"Love, Rosie",7.837,5918,4439431,102,tt1638002,en,"Since the moment they met at age 5, Rosie and Alex have been best friends, facing the highs and lows of growing up side by side. A fleeting shared moment, one missed opportunity, and the decisions that follow send their lives in completely different directions. As each navigates the complexities of life, love, and everything in between, they always find their way back to each other - but is it just friendship, or something more?",29.428,"Romance, Drama, Comedy",English,"friendship, based on novel or book, love, best friend, valentine's day, teenage pregnancy, friends in love, missed opportunity"
258489,The Legend of Tarzan,5.9,5917,356743061,109,tt0918940,en,"Tarzan, having acclimated to life in London, is called back to his former home in the jungle to investigate the activities at a mining encampment.",27.807,"Fantasy, Action, Adventure",English,"africa, animal attack, feral child, tarzan, jungle"
2454,The Chronicles of Narnia: Prince Caspian,6.616,5916,419665568,150,tt0499448,en,"One year after their incredible adventures in the Lion, the Witch and the Wardrobe, Peter, Edmund, Lucy and Susan Pevensie return to Narnia to aid a young prince whose life has been threatened by the evil King Miraz. Now, with the help of a colorful cast of new characters, including Trufflehunter the badger and Nikabrik the dwarf, the Pevensie clan embarks on an incredible quest to ensure that Narnia is returned to its rightful heir.",39.516,"Adventure, Family, Fantasy",English,"witch, epic, sibling relationship, based on novel or book, faith, lion, wretch, prince, matter of life and death, uncle, family relationships, battle, based on children's book, fantasy world, 1940s, high fantasy, isekai, based on young adult novel, good versus evil"
1933,The Others,7.612,5916,209947037,101,tt0230600,en,"Grace is a religious woman who lives in an old house kept dark because her two children, Anne and Nicholas, have a rare sensitivity to light. When the family begins to suspect the house is haunted, Grace fights to protect her children at any cost in the face of strange events and disturbing visions.",40.216,"Horror, Mystery, Thriller",English,"nightmare, suicide attempt, christianity, shotgun, servant, cemetery, world war ii, nanny, haunted house, bible, channel islands, mansion, soldier, gardener, photosensitivity, 1940s, spiritism, jersey island"
567,Rear Window,8.359,5893,37034514,112,tt0047396,en,A wheelchair-bound photographer spies on his neighbors from his apartment window and becomes convinced one of them has committed murder.,27.612,"Thriller, Mystery",English,"nurse, isolation, photographer, suspicion of murder, girlfriend, salesman, neighbor, whodunit, convalescence, voyeurism, voyeur, missing wife, homebound, psychotic obsessions, suspicious behavior, flower bed, visiting nurse, the boy who cried wolf, howdunnit, restricted setting"
206487,Predestination,7.442,5889,4942449,97,tt2397535,en,"Predestination chronicles the life of a Temporal Agent sent on an intricate series of time-travel journeys designed to prevent future killers from committing their crimes. Now, on his final assignment, the Agent must stop the one criminal that has eluded him throughout time and prevent a devastating attack in which thousands of lives will be lost.",30.577,"Science Fiction, Thriller",English,"mission, orphanage, pregnancy, bomber, secret organization, time travel, bartender, time machine, intersexuality, terrorism, loner, time paradox, intersex, temporal agent"
207932,Inferno,6.1,5888,220021259,121,tt3062096,en,"After waking up in a hospital with amnesia, professor Robert Langdon and a doctor must race against time to foil a deadly global plot.",24.901,"Mystery, Thriller, Action",English,"amnesia, based on novel or book, italy, europe, sequel, murder, conspiracy, religion, church, virus, symbology"
270303,It Follows,6.56,5882,14674076,101,tt3235888,en,"When carefree teenager Jay sleeps with her older boyfriend for the first time, she learns that she is the latest recipient of a fatal curse that is passed from victim to victim via sexual intercourse. Death, Jay learns, will creep inexorably toward her as either a friend or a stranger. Jay's friends don't believe her seemingly paranoid ravings, until they too begin to see the phantom assassins and band together to help her defend herself.",35.095,"Horror, Mystery",English,"beach, chase, supernatural, friends, vision, teenage girl, school, detroit, michigan, evil, voyeurism, sexually transmitted disease, young adult, followed, ambiguity, ambiguous"
80278,The Impossible,7.363,5880,198087212,113,tt1649419,en,"In December 2004, close-knit family Maria, Henry and their three sons begin their winter vacation in Thailand. But the day after Christmas, the idyllic holiday turns into an incomprehensible nightmare when a terrifying roar rises from the depths of the sea, followed by a wall of black water that devours everything in its path. Though Maria and her family face their darkest hour, unexpected displays of kindness and courage ameliorate their terror.",21.538,"Adventure, Drama, Thriller","English, Swedish, Thai","human vs nature, natural disaster, thailand, tsunami, historical fiction, family vacation, struggle for survival, survival horror, tidal wave, catastrophe, swept away, separation from family, boxing day, disaster movie, man vs nature"
22881,The Blind Side,7.692,5868,309208309,129,tt0878804,en,"The story of Michael Oher, a homeless and traumatized boy who became an All American football player and first round NFL draft pick with the help of a caring woman and her family.",35.267,Drama,English,"sports, american football, adoption, private school, education, based on true story, memphis, tennessee, duringcreditsstinger, christian, high school football"
57214,Project X,6.844,5867,102731865,88,tt1636826,en,"Three high school seniors throw a party to make a name for themselves. As the night progresses, things spiral out of control as word of the party spreads.",60.327,Comedy,English,"high school, birthday, birthday party, house party, teen movie, high school student, fake documentary"
18823,Clash of the Titans,5.882,5863,493214993,106,tt0800320,en,"Born of a god but raised as a man, Perseus is helpless to save his family from Hades, vengeful god of the underworld. With nothing to lose, Perseus volunteers to lead a dangerous mission to defeat Hades before he can seize power from Zeus and unleash hell on earth. Battling unholy demons and fearsome beasts, Perseus and his warriors will only survive if Perseus accepts his power as a god, defies fate and creates his own destiny.",36.011,"Adventure, Fantasy, Action",English,"hades, mythology, greek mythology, zeus, mythological beast, medusa, sea monster, perseus, kraken, gods, ancient greece, based on myths, legends or folklore"
341013,Atomic Blonde,6.4,5860,100014025,115,tt2406566,en,An undercover MI6 agent is sent to Berlin during the Cold War to investigate the murder of a fellow agent and recover a missing list of double agents.,19.968,"Action, Thriller","Swedish, English, German, Russian","berlin, germany, undercover agent, undercover, germany, spy, cold war, stasi, bisexuality, vodka, kgb, europe, double agent, based on comic, murder, mi6, murder investigation, ddr"
298,Ocean's Thirteen,6.72,5859,311312624,122,tt0496806,en,"Danny Ocean's team of criminals are back and composing a plan more personal than ever. When ruthless casino owner Willy Bank doublecrosses Reuben Tishkoff, causing a heart attack, Danny Ocean vows that he and his team will do anything to bring down Willy Bank along with everything he's got. Even if it means asking for help from an enemy.",31.629,"Crime, Thriller","Spanish, English, French","casino, heist, thief, revenge, las vegas, pretending to be rich, labor strike"
203801,The Man from U.N.C.L.E.,7.087,5852,108145109,116,tt1638355,en,"At the height of the Cold War, a mysterious criminal organization plans to use nuclear weapons and technology to upset the fragile balance of power between the United States and Soviet Union. CIA agent Napoleon Solo and KGB agent Illya Kuryakin are forced to put aside their hostilities and work together to stop the evildoers in their tracks. The duo's only lead is the daughter of a missing German scientist, whom they must find soon to prevent a global catastrophe.",25.534,"Comedy, Action, Adventure","Italian, English, Russian, German","cia, spy, cold war, kgb, remake, buddy cop, russian spy, american spy"
2059,National Treasure,6.605,5850,347512318,131,tt0368891,en,"Modern treasure hunters, led by archaeologist Ben Gates, search for a chest of riches rumored to have been stashed away by George Washington, Thomas Jefferson and Benjamin Franklin during the Revolutionary War. The chest's whereabouts may lie in secret clues embedded in the Constitution and the Declaration of Independence, and Gates is in a race to find the gold before his enemies do.",29.091,"Adventure, Action, Thriller, Mystery","Latin, English, Spanish","new york city, treasure, philadelphia, pennsylvania, washington dc, usa, riddle, fbi, translation, expedition, secret society, family history, wall street, treasure hunt, historical figure, church, archaeologist, revisionist history, based on myths, legends or folklore, usa history, revolutionary war, aircraft carrier, father son conflict, father son relationship, decipher, anxious, hidden history, lincoln memorial, history and legacy, fictionalized history, national archives, archaeology, ben franklin, declaration of independence, secret history, arctic circle, historical artifacts, independence hall, constitution of the united states"
86834,Noah,5.653,5846,362637473,138,tt1959490,en,A man who suffers visions of an apocalyptic deluge takes measures to protect his family from the coming flood.,28.882,"Drama, Adventure",English,"genesis, fairy tale, bible, god, apocalypse, flood, old testament, noah, noah's ark"
184,Jackie Brown,7.353,5824,39673162,154,tt0119396,en,"Jackie Brown is a flight attendant who gets caught in the middle of smuggling cash into the country for her gunrunner boss. When the cops try to use Jackie to get to her boss, she hatches a plan — with help from a bail bondsman — to keep the money for herself.",22.8,Crime,English,"airport, based on novel or book, police, arms deal, stewardess, heist, money, los angeles, california, drugs, ex-con, flight attendant, neo-noir"
766507,Prey,7.762,5821,0,100,tt11866324,en,"When danger threatens her camp, the fierce and highly skilled Comanche warrior Naru sets out to protect her people. But the prey she stalks turns out to be a highly evolved alien predator with a technically advanced arsenal.",154.579,"Thriller, Action, Science Fiction","English, French","hunter, native american, alien life-form, alien, prequel, decapitation, bear, dog, severed foot, bear attack, comanche, human vs alien, indigenous peoples, severed arm, dog hero, great plains"
927,Gremlins,7.09,5819,153083102,106,tt0087363,en,"When Billy Peltzer is given a strange but adorable pet named Gizmo for Christmas, he inadvertently breaks the three important rules of caring for a Mogwai, unleashing a horde of mischievous gremlins on a small town.",28.718,"Fantasy, Horror, Comedy","English, Spanish","small town, monster, holiday, department store, pet, human animal relationship, bars and restaurants, sunlight, chain saw, salesperson, midnight, fur, gremlin, banking, ymca, puppet, puppetry, christmas, pets"
166428,How to Train Your Dragon: The Hidden World,7.761,5817,524580592,104,tt2386490,en,"As Hiccup fulfills his dream of creating a peaceful dragon utopia, Toothless’ discovery of an untamed, elusive mate draws the Night Fury away. When danger mounts at home and Hiccup’s reign as village chief is tested, both dragon and rider must make impossible decisions to save their kind.",61.84,"Animation, Family, Adventure",English,"based on novel or book, flying, viking, sequel, overpopulation, dragon, love interest, based on children's book"
380,Rain Man,7.756,5814,354825435,134,tt0095953,en,"When car dealer Charlie Babbitt learns that his estranged father has died, he returns home to Cincinnati, where he discovers that he has a savant older brother named Raymond and that his father's $3 million fortune is being left to the mental institution in which Raymond lives. Motivated by his father's money, Charlie checks Raymond out of the facility in order to return with him to Los Angeles. The brothers' cross-country trip ends up changing both their lives.",21.798,Drama,"Italian, English","mentally disabled, individual, loss of loved one, yuppie, autism, car dealer, egocentrism, convertible, road trip, blackjack, cincinnati, travel, las vegas, psychiatrist, disability, mentally handicapped man, duringcreditsstinger, asperger's syndrome, suppressed memory, forgotten memory, savant"
12230,One Hundred and One Dalmatians,7.162,5812,85000000,82,tt0055254,en,"When a litter of dalmatian puppies are abducted by the minions of Cruella De Vil, the parents must find them before she uses them for a diabolical fashion statement.  In a Disney animation classic, Dalmatian Pongo is tired of his bachelor-dog life. He spies lovely Perdita and maneuvers his master, Roger, into meeting Perdita's owner, Anita. The owners fall in love and marry, keeping Pongo and Perdita together too. After Perdita gives birth to a litter of 15 puppies, Anita's old school friend Cruella De Vil wants to buy them all. Roger declines her offer, so Cruella hires the criminal Badun brothers to steal them -- so she can have a fur coat.",38.721,"Adventure, Animation, Comedy, Family",English,"london, england, puppy, dog, dalmatian, female villain, pets"
9325,The Jungle Book,7.276,5809,205843612,78,tt0061852,en,"The boy Mowgli makes his way to the man-village with Bagheera, the wise panther. Along the way he meets jazzy King Louie, the hypnotic snake Kaa and the lovable, happy-go-lucky bear Baloo, who teaches Mowgli ""The Bare Necessities"" of life and the true meaning of friendship.",55.91,"Family, Animation, Adventure",English,"based on novel or book, narration, human animal relationship, musical, feral child, anthropomorphism, jungle, orphan, india, animal lead"
1576,Resident Evil,6.61,5803,102984862,100,tt0120804,en,"When a virus leaks from a top-secret facility, turning all resident researchers into ravenous zombies and their lab animals into mutated hounds from hell, the government sends in an elite military task force to contain the outbreak.",22.662,"Horror, Action, Science Fiction",English,"biological weapon, quarantine, amnesia, undercover, dystopia, mutant, hologram, flashback, conspiracy, zombie, special forces, based on video game"
